,fips,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income,state,county,tract,blockgroup
280,201770009002022,14526,884,371,265,52,177,371,474,69,603,265,371,106,20,177,000900,2
281,170310801005014,136824,1207,840,529,0,20,840,965,93,1113,529,840,311,17,031,080100,5
282,201730054002011,26054,596,483,299,29,0,483,567,69,567,299,483,184,20,173,005400,2
283,201919621001050,21028,1196,528,307,13,317,528,796,266,810,307,528,221,20,191,962100,1
284,060375760012008,50419,2266,1267,243,29,130,1267,1492,176,1945,243,1267,1024,06,037,576001,2
285,200134807003034,16181,1413,573,337,16,419,573,842,64,976,337,573,236,20,013,480700,3
286,371830528082045,28345,2245,933,697,56,509,933,1436,202,1535,697,933,236,37,183,052808,2
287,201579783001126,16745,931,439,348,34,207,439,605,99,647,348,439,91,20,157,978300,1
288,201770041001036,21839,1106,587,256,35,91,587,960,132,1101,256,587,331,20,177,004100,1
289,291070904006075,26011,1411,595,535,82,329,595,959,42,992,535,595,60,29,107,090400,6
290,290950134085031,34328,923,532,474,37,64,532,751,80,817,474,532,58,29,095,013408,5
291,290770044004050,20126,2164,810,620,229,315,810,1591,226,1732,620,810,190,29,077,004400,4
292,040131072012002,6965,2208,692,89,92,951,692,787,19,1054,89,692,603,04,013,107201,2
293,481576706014019,28699,1800,605,550,43,235,605,940,185,1229,550,605,55,48,157,670601,4
294,295101232002021,38419,549,349,102,0,21,349,429,76,469,102,349,247,29,510,123200,2
295,180571111022009,30297,2448,918,617,164,545,918,1322,132,1528,617,918,301,18,057,111102,2
296,401430058055000,24482,980,343,300,64,283,343,523,52,606,300,343,43,40,143,005805,5
297,131210021001031,15516,3252,1027,237,569,471,1027,2173,368,2474,237,1027,790,13,121,002100,1
298,311090030013064,21669,3371,1095,863,167,987,1095,1422,170,1798,863,1095,232,31,109,003001,3
299,121030251112003,29482,697,588,342,0,0,588,772,211,772,342,588,246,12,103,025111,2
300,200119557001026,21954,1452,623,533,51,327,623,987,173,1060,533,623,90,20,011,955700,1
301,291070906012021,25958,866,329,290,71,180,329,551,63,623,290,329,39,29,107,090601,2
302,270530216011000,37165,979,365,336,25,235,365,686,105,702,336,365,29,27,053,021601,1
303,481059501001656,30608,747,294,105,52,180,294,339,65,427,105,294,189,48,105,950100,1
304,060590760004001,31471,2083,686,455,117,400,686,1152,113,1260,455,686,231,06,059,076000,4
305,201550008003062,13267,633,302,223,38,188,302,320,70,364,223,302,79,20,155,000800,3
306,201770008002020,16756,1081,488,391,9,174,488,691,117,758,391,488,97,20,177,000800,2
307,200119556002063,15064,1041,340,314,117,316,340,575,63,587,314,340,26,20,011,955600,2
308,120860059022001,16242,1031,393,245,45,111,393,798,12,920,245,393,148,12,086,005902,2
309,291070906021050,25020,1506,493,493,35,417,493,949,131,993,493,493,0,29,107,090602,1
310,401539534002088,32309,487,269,150,18,61,269,289,7,340,150,269,119,40,153,953400,2
311,201730030002005,12326,817,326,89,0,190,326,403,57,451,89,326,237,20,173,003000,2
312,060379012091525,26311,1407,529,439,42,217,529,1036,111,1058,439,529,90,06,037,901209,1
313,401430001001059,12063,2340,812,346,82,673,812,1192,146,1401,346,812,466,40,143,000100,1
314,291650306003072,25072,1206,444,397,74,259,444,771,128,796,397,444,47,29,165,030600,3
315,480291316154012,19991,1169,467,272,69,285,467,622,160,730,272,467,195,48,029,131615,4
316,291650305003011,21463,556,246,144,23,150,246,469,91,515,144,246,102,29,165,030500,3
317,483239503002004,23455,1342,467,281,59,346,467,787,97,858,281,467,186,48,323,950300,2
318,482015213001001,13371,1576,418,325,147,411,418,657,54,772,325,418,93,48,201,521300,1
319,170312519002024,21280,981,396,191,76,133,396,669,45,691,191,396,205,17,031,251900,2
320,280590401023002,18608,1119,361,246,54,157,361,716,303,791,246,361,115,28,059,040102,3
321,390610078002002,14677,1057,471,221,96,239,471,644,93,698,221,471,250,39,061,007800,2
322,170314208001009,14786,1175,423,103,157,199,423,661,68,707,103,423,320,17,031,420800,1
323,040250018022022,61562,2033,1060,724,95,293,1060,1636,382,1686,724,1060,336,04,025,001802,2
324,200599545003114,26547,957,396,339,45,220,396,574,117,633,339,396,57,20,059,954500,3
325,291019602002009,23083,963,370,311,18,233,370,605,54,681,311,370,59,29,101,960200,2
326,371590512022023,29147,1948,718,643,146,461,718,1345,244,1370,643,718,75,37,159,051202,2
327,371190057061004,21809,1490,612,549,0,287,612,898,132,1047,549,612,63,37,119,005706,1
328,200450004002006,4705,555,249,0,2808,160,249,324,170,585,0,249,249,20,045,000400,2
329,201974831002124,27467,932,319,284,37,288,319,512,111,590,284,319,35,20,197,483100,2
330,170318184022002,36872,660,339,328,11,117,339,492,71,522,328,339,11,17,031,818402,2
331,290997014041030,24217,2220,925,855,178,396,925,1816,308,1910,855,925,70,29,099,701404,1
332,292179502001589,15059,938,368,268,51,251,368,533,68,629,268,368,100,29,217,950200,1
333,290154603003066,14633,1076,592,372,94,147,592,916,125,942,372,592,220,29,015,460300,3
334,483090030002000,23657,1413,938,215,32,131,938,1195,189,1333,215,938,723,48,309,003000,2
335,291892164002010,76499,1043,416,310,49,243,416,676,52,747,310,416,106,29,189,216400,2
336,201730108021000,28453,1875,887,368,135,415,887,859,73,1135,368,887,519,20,173,010802,1
337,201474752001364,26486,798,353,240,43,136,353,523,95,560,240,353,113,20,147,475200,1
338,200739658002219,20907,1190,540,419,42,203,540,869,118,894,419,540,121,20,073,965800,2
339,201730073011001,69135,1574,523,523,63,528,523,984,70,1019,523,523,0,20,173,007301,1
340,080899685002009,30909,590,272,224,45,72,272,398,90,453,224,272,48,08,089,968500,2
341,120570012002024,11079,1427,523,175,82,524,523,562,44,768,175,523,348,12,057,001200,2
342,360050395004003,12772,400,139,32,9,33,139,226,0,321,32,139,107,36,005,039500,4
343,200150202031051,36676,1510,504,471,124,419,504,928,116,970,471,504,33,20,015,020203,1
344,201730083001015,28777,1993,823,719,161,273,823,1396,275,1426,719,823,104,20,173,008300,1
345,481130111033011,15418,1391,449,390,102,205,449,857,79,935,390,449,59,48,113,011103,3
346,290210016003016,23906,698,323,309,26,146,323,427,103,509,309,323,14,29,021,001600,3
347,290470213031019,26341,1660,526,457,123,490,526,831,101,944,457,526,69,29,047,021303,1
348,360610171002000,77637,2136,969,296,15,300,969,1241,8,1694,296,969,673,36,061,017100,2
349,211110126045007,25537,844,373,301,25,123,373,544,75,613,301,373,72,21,111,012604,5
350,201610008014006,10485,1123,462,76,99,114,462,321,99,368,76,462,386,20,161,000801,4
351,400013767004014,13173,477,236,116,43,70,236,408,60,417,116,236,120,40,001,376700,4
352,190430706002021,20556,1276,488,420,58,351,488,684,100,830,420,488,68,19,043,070600,2
353,290950145022023,31404,2456,1093,736,97,581,1093,1552,256,1719,736,1093,357,29,095,014502,2
357,270677808002031,15310,1255,589,338,94,233,589,581,31,676,338,589,251,27,067,780800,2
358,291754903005072,11151,668,350,84,43,165,350,341,31,426,84,350,266,29,175,490300,5
359,181670112004000,7236,1291,554,175,64,240,554,3125,320,3640,175,554,379,18,167,011200,4
360,080659617001122,20939,1039,368,304,30,310,368,475,69,699,304,368,64,08,065,961700,1
361,200179606001040,34628,579,244,240,44,103,244,427,66,435,240,244,4,20,017,960600,1
362,080439782003007,23572,446,228,166,10,95,228,318,42,326,166,228,62,08,043,978200,3
363,290210028005058,26599,1267,474,399,25,367,474,753,111,828,399,474,75,29,021,002800,5
364,291474702003294,23431,1440,557,478,119,298,557,892,60,960,478,557,79,29,147,470200,3
365,290950147021020,38292,1002,401,347,65,181,401,697,89,711,347,401,54,29,095,014702,1
366,390610216022003,15333,922,326,164,21,202,326,434,62,549,164,326,162,39,061,021602,2
367,291892151021010,42835,2277,1180,522,139,273,1180,1492,190,1754,522,1180,658,29,189,215102,1
368,480396604001013,33168,3623,1571,787,69,942,1571,1993,208,2287,787,1571,784,48,039,660400,1
369,390351834021010,23636,1597,651,400,130,300,651,1020,110,1059,400,651,251,39,035,183402,1
370,295101181002021,16523,614,353,91,36,85,353,397,24,441,91,353,262,29,510,118100,2
371,292179504003030,14599,1036,512,250,61,188,512,629,55,733,250,512,262,29,217,950400,3
372,080050852001012,47526,1134,389,339,90,262,389,796,104,811,339,389,50,08,005,085200,1
373,170310622002017,82639,1101,593,352,8,81,593,442,45,835,352,593,241,17,031,062200,2
374,201799526001166,28165,676,263,240,46,191,263,435,87,435,240,263,23,20,179,952600,1
375,482013433012014,25361,1354,456,456,45,382,456,757,148,841,456,456,0,48,201,343301,2
376,271431703001096,28188,1117,450,405,64,208,450,764,70,808,405,450,45,27,143,170300,1
377,201730071022005,20942,1859,645,512,91,497,645,981,170,1174,512,645,133,20,173,007102,2
378,201974831003194,20548,1095,357,285,61,254,357,628,75,672,285,357,72,20,197,483100,3
379,290950134053030,9985,822,270,56,90,371,270,228,12,252,56,270,214,29,095,013405,3
380,170279004024000,27752,757,342,251,59,135,342,515,81,584,251,342,91,17,027,900402,4
381,171150030005022,25889,620,264,223,26,129,264,413,69,438,223,264,41,17,115,003000,5
382,201599672002021,19861,801,399,288,0,129,399,599,78,651,288,399,111,20,159,967200,2
383,201730066002008,13336,1623,485,7,52,699,485,327,222,578,7,485,478,20,173,006600,2
384,481130166183033,19187,1517,513,359,38,461,513,883,140,966,359,513,154,48,113,016618,3
385,310550059021029,11576,863,357,210,11,225,357,546,77,610,210,357,147,31,055,005902,1
386,120860082082028,19307,1461,378,266,64,279,378,835,13,996,266,378,112,12,086,008208,2
387,482013335003012,13254,2225,836,119,154,640,836,1092,105,1319,119,836,717,48,201,333500,3
388,360610236002004,13969,1455,608,7,111,259,608,991,67,1117,7,608,601,36,061,023600,2
389,060372140002008,44518,1146,459,293,10,264,459,765,64,815,293,459,166,06,037,214000,2
390,120110409012016,13053,2446,683,520,175,563,683,1283,78,1422,520,683,163,12,011,040901,2
391,201730059002018,16196,1740,659,579,51,347,659,996,134,1139,579,659,80,20,173,005900,2
392,060290038031226,38719,4401,1385,1316,290,1128,1385,2591,215,2738,1316,1385,69,06,029,003803,1
393,290190012021033,33810,2008,845,510,199,405,845,989,79,1288,510,845,335,29,019,001202,1
394,200099716005020,13550,857,336,215,52,231,336,498,21,512,215,336,121,20,009,971600,5
395,551110004011004,27930,2855,1185,825,114,648,1185,1779,244,1907,825,1185,360,55,111,000401,1
396,290154608004290,14802,576,281,270,0,61,281,515,120,515,270,281,11,29,015,460800,4
397,011170303191035,16698,2302,762,548,173,506,762,1758,196,1905,548,762,214,01,117,030319,1
398,090034167004007,23392,1573,633,459,17,214,633,1049,95,1188,459,633,174,09,003,416700,4
399,201770035001107,35147,2089,818,788,98,413,818,1477,213,1550,788,818,30,20,177,003500,1
400,511790103012020,42328,1241,397,370,105,242,397,767,135,816,370,397,27,51,179,010301,2
401,290430203042000,14972,1869,871,380,115,425,871,941,160,1216,380,871,491,29,043,020304,2
402,481210204021022,23844,1627,570,388,165,462,570,823,114,890,388,570,182,48,121,020402,1
403,060371397012011,76023,1292,456,425,64,274,456,793,51,932,425,456,31,06,037,139701,2
404,481410034042017,27928,1873,1002,429,59,284,1002,1201,260,1318,429,1002,573,48,141,003404,2
405,120110308023000,29399,1911,1045,618,23,124,1045,1729,359,1823,618,1045,427,12,011,030802,3
406,480850316483004,162170,824,252,252,14,259,252,499,15,524,252,252,0,48,085,031648,3
407,290770015002024,20760,1818,814,491,50,384,814,1222,206,1282,491,814,323,29,077,001500,2
408,010830204011022,16556,2148,818,591,47,372,818,1483,193,1585,591,818,227,01,083,020401,1
409,170312101003009,24546,1237,450,195,0,276,450,729,28,835,195,450,255,17,031,210100,3
410,200599541005060,18881,1772,687,506,111,493,687,1031,137,1084,506,687,181,20,059,954100,5
411,401091050001006,7354,891,232,157,93,216,232,339,0,418,157,232,75,40,109,105000,1
412,290759602004001,18294,1091,416,296,83,315,416,628,97,682,296,416,120,29,075,960200,4
413,200410841001157,23858,1406,550,451,89,269,550,952,125,983,451,550,99,20,041,084100,1
414,482013114001023,12575,2221,605,342,151,652,605,1144,54,1306,342,605,263,48,201,311400,1
415,200610005004043,25970,636,274,174,85,118,274,421,147,421,174,274,100,20,061,000500,4
416,120570004012013,10955,1127,411,113,8,274,411,539,28,597,113,411,298,12,057,000401,2
417,290030102001053,24261,993,416,338,41,101,416,636,79,662,338,416,78,29,003,010200,1
418,290470218042033,30157,1426,482,417,112,397,482,877,95,914,417,482,65,29,047,021804,2
419,120860008042019,13988,2749,891,267,109,333,891,1908,21,2082,267,891,624,12,086,000804,2
420,310899740002308,24215,1024,429,326,62,178,429,667,80,726,326,429,103,31,089,974000,2
421,290950149021007,25235,1100,405,348,86,263,405,661,125,728,348,405,57,29,095,014902,1
422,250010141001239,16574,1311,455,0,67,473,455,458,117,575,0,455,455,25,001,014100,1
423,401110002001062,18587,868,342,238,56,160,342,554,118,619,238,342,104,40,111,000200,1
424,290510201982031,25765,3035,984,869,237,921,984,1660,232,1779,869,984,115,29,051,020198,2
425,391130301002065,15422,1194,404,271,42,258,404,591,128,673,271,404,133,39,113,030100,2
426,131210092003008,41261,1895,1220,381,0,214,1220,1153,116,1467,381,1220,839,13,121,009200,3
427,120310125004004,22322,789,311,280,0,103,311,498,101,534,280,311,31,12,031,012500,4
428,291019606001031,17337,720,377,166,42,36,377,371,124,444,166,377,211,29,101,960600,1
429,490351121003007,19812,1014,356,134,47,233,356,542,79,626,134,356,222,49,035,112100,3
430,295101192002008,45032,438,252,161,0,23,252,480,48,490,161,252,91,29,510,119200,2
431,310790010002003,12458,1705,663,325,56,554,663,791,107,951,325,663,338,31,079,001000,2
432,311759714002067,25470,767,340,283,17,178,340,546,93,577,283,340,57,31,175,971400,2
433,420034480001022,24834,1168,541,329,65,200,541,765,131,866,329,541,212,42,003,448000,1
434,170316809004029,6807,1098,386,33,83,357,386,448,16,481,33,386,353,17,031,680900,4
435,120950120002000,11237,2802,759,591,115,794,759,1285,112,1510,591,759,168,12,095,012000,2
436,310550074675002,22614,1209,720,0,4,250,720,632,52,707,0,720,720,31,055,007467,5
437,310579623002339,31669,603,263,210,13,111,263,453,25,476,210,263,53,31,057,962300,2
438,390351351061012,48389,1246,476,442,61,308,476,866,56,911,442,476,34,39,035,135106,1
439,484391135144000,20155,1744,681,184,183,338,681,1048,129,1171,184,681,497,48,439,113514,4
440,200134808004031,18026,627,281,184,28,91,281,511,89,538,184,281,97,20,013,480800,4
441,201690003006009,19306,681,190,144,62,232,190,324,83,401,144,190,46,20,169,000300,6
442,290210006001033,25076,1066,504,437,36,229,504,684,164,754,437,504,67,29,021,000600,1
443,481130141031099,12744,739,301,8,11,94,301,256,63,404,8,301,293,48,113,014103,1
444,250110415024000,28292,734,338,199,24,89,338,555,73,593,199,338,139,25,011,041502,4
445,290614702005016,14239,750,298,204,54,144,298,435,75,476,204,298,94,29,061,470200,5
446,290210025002027,18523,776,351,277,43,138,351,479,56,527,277,351,74,29,021,002500,2
447,201730095071059,40123,2957,965,946,182,937,965,1737,229,1863,946,965,19,20,173,009507,1
448,480913109011089,37192,1767,615,524,201,386,615,1167,185,1201,524,615,91,48,091,310901,1
449,060290033042534,26353,976,340,274,85,128,340,628,152,659,274,340,66,06,029,003304,2
450,400890982003055,19000,1118,463,378,34,247,463,735,113,781,378,463,85,40,089,098200,3
451,371759605004035,13176,2340,811,499,59,817,811,1221,250,1396,499,811,312,37,175,960500,4
452,201519688004008,32436,723,275,239,60,194,275,469,31,490,239,275,36,20,151,968800,4
453,271390807001000,28596,1523,439,425,98,499,439,821,43,906,425,439,14,27,139,080700,1
454,292254702023029,14958,1537,597,339,143,411,597,873,91,1028,339,597,258,29,225,470202,3
455,291770800003001,37815,1529,572,504,72,362,572,984,146,1034,504,572,68,29,177,080000,3
456,120010017012020,22888,3182,1460,457,98,711,1460,1869,293,2035,457,1460,1003,12,001,001701,2
457,260937121011000,30869,2775,958,879,91,694,958,1703,355,1882,879,958,79,26,093,712101,1
458,201550014002126,17568,864,283,255,34,300,283,514,35,557,255,283,28,20,155,001400,2
459,170318166003001,15971,1848,497,238,40,617,497,746,31,993,238,497,259,17,031,816600,3
460,212259502013067,19226,1874,742,478,149,346,742,1111,228,1296,478,742,264,21,225,950201,3
461,360593040012010,38087,1325,427,427,78,350,427,837,81,885,427,427,0,36,059,304001,2
462,484530011001046,77041,2469,1414,504,47,105,1414,1753,211,2335,504,1414,910,48,453,001100,1
463,051250105031051,18617,1181,428,403,134,182,428,735,83,816,403,428,25,05,125,010503,1
464,481410004032041,15172,1998,706,356,133,604,706,1110,252,1134,356,706,350,48,141,000403,2
465,290950139021000,28783,1122,389,307,43,270,389,641,77,711,307,389,82,29,095,013902,1
466,060510001014288,31964,1052,412,185,20,212,412,602,0,770,185,412,227,06,051,000101,4
467,310550002003036,13312,306,146,69,33,61,146,397,51,419,69,146,77,31,055,000200,3
468,060650435042015,23987,2828,1362,1307,19,359,1362,2217,541,2385,1307,1362,55,06,065,043504,2
469,060730018003011,24140,561,264,43,0,75,264,403,31,454,43,264,221,06,073,001800,3
470,517100015002008,36714,1389,656,218,128,244,656,712,198,851,218,656,438,51,710,001500,2
471,350319438001000,12793,869,256,192,149,194,256,437,37,457,192,256,64,35,031,943800,1
472,221190318001018,17737,1093,407,305,76,328,407,576,114,674,305,407,102,22,119,031800,1
473,261158307001037,24032,1412,611,437,80,263,611,809,131,975,437,611,174,26,115,830700,1
474,482013241004053,15649,1443,412,243,60,458,412,760,33,781,243,412,169,48,201,324100,4
475,202070967001223,22921,1584,751,545,64,324,751,1034,151,1160,545,751,206,20,207,096700,1
476,060650439001001,24255,2113,701,602,160,428,701,1299,111,1429,602,701,99,06,065,043900,1
477,060190026022008,11722,1418,447,154,136,398,447,743,27,843,154,447,293,06,019,002602,2
478,291059605002020,14119,846,397,218,17,223,397,493,69,550,218,397,179,29,105,960500,2
479,291219601001104,14790,832,371,247,44,201,371,566,83,621,247,371,124,29,121,960100,1
480,380170003001027,7624,522,359,0,231,14,359,104,10,245,0,359,359,38,017,000300,1
481,191315603004009,18942,808,370,249,50,238,370,521,115,548,249,370,121,19,131,560300,4
482,290370607003079,25034,1522,516,466,90,372,516,948,142,987,466,516,50,29,037,060700,3
483,201730043002033,26151,572,455,66,0,40,455,663,156,774,66,455,389,20,173,004300,2
484,050330203012017,16494,2000,716,530,97,388,716,1178,171,1299,530,716,186,05,033,020301,2
485,471570226001038,15731,1449,537,248,42,523,537,594,61,672,248,537,289,47,157,022600,1
486,460619641002145,22371,1179,443,371,73,324,443,725,141,789,371,443,72,46,061,964100,2
487,191690006003015,28915,616,243,214,22,179,243,321,7,425,214,243,29,19,169,000600,3
488,200850826002015,26356,1520,553,436,102,323,553,936,169,967,436,553,117,20,085,082600,2
489,200319663001032,25019,1116,484,344,69,282,484,861,179,861,344,484,140,20,031,966300,1
490,484999501002021,22008,1476,639,590,114,218,639,1120,254,1148,590,639,49,48,499,950100,2
491,291833103012016,31669,2336,1012,927,217,421,1012,1676,304,1749,927,1012,85,29,183,310301,2
492,290499604003049,24908,1440,608,438,135,240,608,888,183,979,438,608,170,29,049,960400,3
493,291414701001116,20240,1289,463,443,59,366,463,834,168,892,443,463,20,29,141,470100,1
494,295101153004019,12638,849,277,201,17,348,277,354,48,389,201,277,76,29,510,115300,4
495,201770031002004,8576,1201,458,53,80,513,458,510,68,567,53,458,405,20,177,003100,2
496,131210067001025,19968,739,279,198,26,115,279,448,32,543,198,279,81,13,121,006700,1
497,350010045021011,13955,1486,494,435,81,481,494,784,131,842,435,494,59,35,001,004502,1
498,201730093012009,23556,1854,606,531,50,429,606,873,136,1141,531,606,75,20,173,009301,2
499,170318432002056,14867,1282,381,137,46,309,381,663,10,807,137,381,244,17,031,843200,2
500,421010217003009,26512,895,348,222,26,109,348,572,84,603,222,348,126,42,101,021700,3
501,201610013023026,33931,832,291,276,36,126,291,517,143,601,276,291,15,20,161,001302,3
502,290270707003002,32679,1359,600,533,23,162,600,1076,237,1132,533,600,67,29,027,070700,3
503,360050397002000,11245,945,258,0,61,230,258,465,0,543,0,258,258,36,005,039700,2
504,260050322001018,25092,2519,1078,979,121,510,1078,1612,227,1823,979,1078,99,26,005,032200,1
505,201730014004002,24407,1356,616,466,86,302,616,893,99,982,466,616,150,20,173,001400,4
506,360050185001001,12958,1464,476,49,91,433,476,793,0,829,49,476,427,36,005,018500,1
507,401430076341035,56272,3540,1741,762,35,559,1741,2123,297,2614,762,1741,979,40,143,007634,1
508,220430204012068,17420,1685,618,455,135,423,618,1032,146,1091,455,618,163,22,043,020401,2
509,290997005031010,28102,913,366,258,0,170,366,621,94,716,258,366,108,29,099,700503,1
510,081010006003032,17625,476,262,126,23,65,262,354,59,368,126,262,136,08,101,000600,3
511,290839501003067,21760,1843,715,540,82,489,715,1027,188,1158,540,715,175,29,083,950100,3
512,201770036011036,28758,1151,466,432,75,255,466,818,151,847,432,466,34,20,177,003601,1
513,291070904002003,27225,850,370,319,11,161,370,579,109,633,319,370,51,29,107,090400,2
514,291892152012000,59336,1239,446,446,29,347,446,802,82,823,446,446,0,29,189,215201,2
515,401255011022030,20115,2194,791,717,180,631,791,1360,294,1438,717,791,74,40,125,501102,2
516,370459512006000,20179,1146,389,264,84,405,389,669,131,669,264,389,125,37,045,951200,6
517,484736805002092,15470,1485,535,289,52,309,535,811,23,987,289,535,246,48,473,680500,2
518,201099546001127,23197,880,434,361,55,190,434,624,68,662,361,434,73,20,109,954600,1
519,120860002141030,18396,1691,551,435,104,620,551,837,63,934,435,551,116,12,086,000214,1
520,121079512004062,20017,880,447,401,40,123,447,677,98,735,401,447,46,12,107,951200,4
521,060014234001001,26314,1038,400,188,61,223,400,489,36,611,188,400,212,06,001,423400,1
522,291650306001004,23670,683,355,172,18,94,355,456,122,516,172,355,183,29,165,030600,1
523,270531028001000,8177,629,262,119,62,233,262,305,3,327,119,262,143,27,053,102800,1
524,290130701003033,19446,1828,749,569,58,423,749,1226,180,1385,569,749,180,29,013,070100,3
525,471251007001007,59929,424,202,105,33,50,202,325,61,347,105,202,97,47,125,100700,1
526,201730006002049,10075,1264,582,143,110,370,582,632,120,727,143,582,439,20,173,000600,2
527,484391217021048,21053,1129,549,130,93,169,549,545,109,710,130,549,419,48,439,121702,1
528,482770001012014,17476,1813,573,481,165,470,573,1045,54,1117,481,573,92,48,277,000101,2
529,201211005002231,29888,974,350,315,98,267,350,592,76,639,315,350,35,20,121,100500,2
530,311459632002009,17294,999,486,219,47,246,486,587,139,728,219,486,267,31,145,963200,2
531,060190064031017,18945,2180,939,731,90,153,939,1758,489,1857,731,939,208,06,019,006403,1
532,051430105093000,41280,2245,829,640,147,621,829,1402,127,1494,640,829,189,05,143,010509,3
533,200599545006094,19991,840,366,271,66,201,366,589,158,591,271,366,95,20,059,954500,6
534,040270005011002,25209,1227,363,306,100,421,363,571,94,683,306,363,57,04,027,000501,1
535,200599545004111,28850,965,374,361,45,246,374,626,81,639,361,374,13,20,059,954500,4
536,191130029004011,19182,965,510,131,28,202,510,535,97,740,131,510,379,19,113,002900,4
537,050690015011021,17189,2764,869,529,269,854,869,1180,185,1421,529,869,340,05,069,001501,1
538,201390101004057,30109,610,288,271,30,72,288,475,75,519,271,288,17,20,139,010100,4
539,291414703002024,15706,1245,528,399,63,297,528,811,97,842,399,528,129,29,141,470300,2
540,370710308012024,20522,803,347,331,0,114,347,640,53,671,331,347,16,37,071,030801,2
541,170898530042004,23928,597,370,117,0,85,370,487,36,487,117,370,253,17,089,853004,2
542,051159514001077,21557,1144,582,138,130,157,582,470,99,730,138,582,444,05,115,951400,1
543,291892108033020,31533,1435,605,477,47,311,605,1296,272,1340,477,605,128,29,189,210803,3
544,290950143003010,30007,1101,368,341,52,344,368,670,52,788,341,368,27,29,095,014300,3
545,291019603005080,21961,926,408,356,62,199,408,648,111,655,356,408,52,29,101,960300,5
546,292254701012162,18242,1168,411,353,116,189,411,766,209,796,353,411,58,29,225,470101,2
547,080050068571006,112150,1372,472,472,58,413,472,931,124,947,472,472,0,08,005,006857,1
548,040190040611195,35065,3943,1503,1372,200,918,1503,2646,522,2731,1372,1503,131,04,019,004061,1
549,290339601003030,25222,746,285,221,42,159,285,490,47,512,221,285,64,29,033,960100,3
550,291892120021001,11286,2435,968,245,292,886,968,971,133,1024,245,968,723,29,189,212002,1
551,401255010014037,19232,2698,979,691,85,610,979,1654,288,1825,691,979,288,40,125,501001,4
552,360050361003003,10450,1199,500,0,94,319,500,669,0,685,0,500,500,36,005,036100,3
553,181410026003007,16439,1204,406,399,96,334,406,735,116,754,399,406,7,18,141,002600,3
554,260992453001002,39955,647,426,161,0,15,426,483,68,537,161,426,265,26,099,245300,1
555,290130702001134,24440,1033,418,329,19,230,418,723,122,741,329,418,89,29,013,070200,1
556,481410011121017,25169,1900,625,451,131,454,625,1042,112,1113,451,625,174,48,141,001112,1
557,390950049001002,11588,1236,559,148,70,337,559,733,130,784,148,559,411,39,095,004900,1
558,201814537001082,21505,768,320,294,48,98,320,525,52,631,294,320,26,20,181,453700,1
